model,scenario,inv_r2_db,t,c_mean
REKF,full,0.0,54,0.0206913808111479
REKF,full,0.0,55,0.0206913808111479
REKF,full,0.0,56,0.0206913808111479
REKF,full,0.0,57,0.0206913808111479
REKF,full,0.0,58,0.0206913808111479
REKF,full,0.0,59,0.0206913808111479
REKF,full,0.0,60,0.0206913808111479
REKF,full,0.0,61,0.0206913808111479
REKF,full,0.0,62,0.0206913808111479
REKF,full,0.0,63,0.0206913808111479
REKF,full,0.0,64,0.0206913808111479
REKF,full,0.0,65,0.0206913808111479
REKF,full,0.0,66,0.0206913808111479
REKF,full,0.0,67,0.0206913808111479
REKF,full,0.0,68,0.0206913808111479
REKF,full,0.0,69,0.0206913808111479
REKF,full,0.0,70,0.0206913808111479
REKF,full,0.0,71,0.0206913808111479
REKF,full,0.0,72,0.0206913808111479
REKF,full,0.0,73,0.0206913808111479
REKF,full,0.0,74,0.0206913808111479
REKF,full,0.0,75,0.0206913808111479
REKF,full,0.0,76,0.0206913808111479
REKF,full,0.0,77,0.0206913808111479
REKF,full,0.0,78,0.0206913808111479
REKF,full,0.0,79,0.0206913808111479
REKF,full,0.0,80,0.0206913808111479
REKF,full,0.0,81,0.0206913808111479
REKF,full,0.0,82,0.0206913808111479
REKF,full,0.0,83,0.0206913808111479
REKF,full,0.0,84,0.0206913808111479
REKF,full,0.0,85,0.0206913808111479
REKF,full,0.0,86,0.0206913808111479
REKF,full,0.0,87,0.0206913808111479
REKF,full,0.0,88,0.0206913808111479
REKF,full,0.0,89,0.0206913808111479
REKF,full,0.0,90,0.0206913808111479
REKF,full,0.0,91,0.0206913808111479
REKF,full,0.0,92,0.0206913808111479
REKF,full,0.0,93,0.0206913808111479
REKF,full,0.0,94,0.0206913808111479
REKF,full,0.0,95,0.0206913808111479
REKF,full,0.0,96,0.0206913808111479
REKF,full,0.0,97,0.0206913808111479
REKF,full,0.0,98,0.0206913808111479
REKF,full,0.0,99,0.0206913808111479
REKF,full,0.0,100,0.0206913808111479
Original,partial,0.0,1,0.47035126984119413
Original,partial,0.0,2,0.4705194354057312
Original,partial,0.0,3,0.4702714294195175
Original,partial,0.0,4,0.4704381048679352
Original,partial,0.0,5,0.4704498827457428
Original,partial,0.0,6,0.47033158838748934
Original,partial,0.0,7,0.4702424556016922
Original,partial,0.0,8,0.47044182419776914
Original,partial,0.0,9,0.47029842138290406
Original,partial,0.0,10,0.4704823225736618
Original,partial,0.0,11,0.4702982097864151
Original,partial,0.0,12,0.47028328478336334
Original,partial,0.0,13,0.47039051055908204
Original,partial,0.0,14,0.47056121826171876
Original,partial,0.0,15,0.47032894790172575
Original,partial,0.0,16,0.47040423154830935
Original,partial,0.0,17,0.4702503353357315
Original,partial,0.0,18,0.47040840685367585
Original,partial,0.0,19,0.4704048454761505
Original,partial,0.0,20,0.4703209102153778
Original,partial,0.0,21,0.47061617076396944
Original,partial,0.0,22,0.47039647698402404
Original,partial,0.0,23,0.4705497473478317
Original,partial,0.0,24,0.4705067276954651
Original,partial,0.0,25,0.470244362950325
Original,partial,0.0,26,0.4704939484596252
Original,partial,0.0,27,0.47045753300189974
Original,partial,0.0,28,0.47038987576961516
Original,partial,0.0,29,0.4703538715839386
Original,partial,0.0,30,0.47038019001483916
Original,partial,0.0,31,0.47023584842681887
Original,partial,0.0,32,0.470415335893631
Original,partial,0.0,33,0.4703331798315048
Original,partial,0.0,34,0.47035016119480133
Original,partial,0.0,35,0.4705450803041458
Original,partial,0.0,36,0.4702184617519379
Original,partial,0.0,37,0.4703940153121948
Original,partial,0.0,38,0.47056562900543214
Original,partial,0.0,39,0.47041116654872894
Original,partial,0.0,40,0.4702453911304474
Original,partial,0.0,41,0.4705519199371338
Original,partial,0.0,42,0.47046632766723634
Original,partial,0.0,43,0.4704581290483475
Original,partial,0.0,44,0.4704626590013504
Original,partial,0.0,45,0.4703264147043228
Original,partial,0.0,46,0.470357546210289
Original,partial,0.0,47,0.47044082581996916
Original,partial,0.0,48,0.4706086128950119
Original,partial,0.0,49,0.47041400372982023
Original,partial,0.0,50,0.4702702075242996
Original,partial,0.0,51,0.47051803171634676
Original,partial,0.0,52,0.47032119929790495
Original,partial,0.0,53,0.4705879509449005
Original,partial,0.0,54,0.4704744786024094
Original,partial,0.0,55,0.47033312916755676
Original,partial,0.0,56,0.4704741805791855
Original,partial,0.0,57,0.4704256892204285
Original,partial,0.0,58,0.47027706503868105
Original,partial,0.0,59,0.47032436430454255
Original,partial,0.0,60,0.4704910427331924
Original,partial,0.0,61,0.4705378979444504
Original,partial,0.0,62,0.470389649271965
Original,partial,0.0,63,0.4704698473215103
Original,partial,0.0,64,0.4703897684812546
Original,partial,0.0,65,0.4705343425273895
Original,partial,0.0,66,0.47028064727783203
Original,partial,0.0,67,0.4704389363527298
Original,partial,0.0,68,0.47030122578144073
Original,partial,0.0,69,0.4704813063144684
Original,partial,0.0,70,0.4703629642724991
Original,partial,0.0,71,0.47031641006469727
Original,partial,0.0,72,0.47037132680416105
Original,partial,0.0,73,0.47058641016483305
Original,partial,0.0,74,0.47037584483623507
Original,partial,0.0,75,0.4701995074748993
Original,partial,0.0,76,0.47044106423854826
Original,partial,0.0,77,0.470279324054718
Original,partial,0.0,78,0.4704411029815674
Original,partial,0.0,79,0.4703179508447647
Original,partial,0.0,80,0.47072899639606475
Original,partial,0.0,81,0.47021020352840426
Original,partial,0.0,82,0.4704746395349503
Original,partial,0.0,83,0.47021545469760895
Original,partial,0.0,84,0.4703947752714157
Original,partial,0.0,85,0.4705364406108856
Original,partial,0.0,86,0.47040566205978396
Original,partial,0.0,87,0.4703230977058411
Original,partial,0.0,88,0.4703841835260391
Original,partial,0.0,89,0.4703099697828293
Original,partial,0.0,90,0.47051536440849306
Original,partial,0.0,91,0.47033183872699735
Original,partial,0.0,92,0.4702884703874588
Original,partial,0.0,93,0.4705512851476669
Original,partial,0.0,94,0.470512655377388
Original,partial,0.0,95,0.47039949893951416
Original,partial,0.0,96,0.47041971385478976
Original,partial,0.0,97,0.4702585577964783
Original,partial,0.0,98,0.470417720079422
Original,partial,0.0,99,0.470473176240921
Original,partial,0.0,100,0.47061278820037844
Proposed,partial,0.0,1,0.3800197869539261
Proposed,partial,0.0,2,0.29582127630710603
Proposed,partial,0.0,3,0.20113133192062377
Proposed,partial,0.0,4,0.1819534845650196
Proposed,partial,0.0,5,0.16576169803738594
Proposed,partial,0.0,6,0.15219351202249526
Proposed,partial,0.0,7,0.14514334946870805
Proposed,partial,0.0,8,0.15269127562642099
Proposed,partial,0.0,9,0.13982125446200372
Proposed,partial,0.0,10,0.14407683685421943
Proposed,partial,0.0,11,0.1345916785299778
Proposed,partial,0.0,12,0.12220171242952346
Proposed,partial,0.0,13,0.12931364700198172
Proposed,partial,0.0,14,0.14645208269357682
Proposed,partial,0.0,15,0.1288869448006153
Proposed,partial,0.0,16,0.1315933957695961
Proposed,partial,0.0,17,0.13197664991021157
Proposed,partial,0.0,18,0.1253671318292618
Proposed,partial,0.0,19,0.1374216139316559
Proposed,partial,0.0,20,0.12555066496133804
Proposed,partial,0.0,21,0.14404269382357598
Proposed,partial,0.0,22,0.1463026858866215
Proposed,partial,0.0,23,0.1433517426252365
Proposed,partial,0.0,24,0.129565317183733
Proposed,partial,0.0,25,0.11887815892696381
Proposed,partial,0.0,26,0.11928474381566048
Proposed,partial,0.0,27,0.12202970832586288
Proposed,partial,0.0,28,0.12376275882124901
Proposed,partial,0.0,29,0.1110004186630249
Proposed,partial,0.0,30,0.1272113837301731
Proposed,partial,0.0,31,0.12893176600337028
Proposed,partial,0.0,32,0.12202306166291237
Proposed,partial,0.0,33,0.12030030265450478
Proposed,partial,0.0,34,0.12381037324666977
Proposed,partial,0.0,35,0.1337836913764477
Proposed,partial,0.0,36,0.12471534758806228
Proposed,partial,0.0,37,0.12554519698023797
Proposed,partial,0.0,38,0.12129330784082412
Proposed,partial,0.0,39,0.10492846816778183
Proposed,partial,0.0,40,0.09490653350949288
Proposed,partial,0.0,41,0.11666027754545212
Proposed,partial,0.0,42,0.11111188903450966
Proposed,partial,0.0,43,0.11196132153272628
Proposed,partial,0.0,44,0.1070994570851326
Proposed,partial,0.0,45,0.1061816729605198
Proposed,partial,0.0,46,0.1003011479973793
Proposed,partial,0.0,47,0.09901658818125725
Proposed,partial,0.0,48,0.1143090046942234
Proposed,partial,0.0,49,0.10170610547065735
Proposed,partial,0.0,50,0.09861688613891602
Proposed,partial,0.0,51,0.1061335876584053
Proposed,partial,0.0,52,0.09942914173007011
Proposed,partial,0.0,53,0.11171434186398983
Proposed,partial,0.0,54,0.10824462324380875
Proposed,partial,0.0,55,0.10259875729680061
Proposed,partial,0.0,56,0.1025976650416851
Proposed,partial,0.0,57,0.10605811402201652
Proposed,partial,0.0,58,0.10760727524757385
Proposed,partial,0.0,59,0.10310804769396782
Proposed,partial,0.0,60,0.1073779210448265
Proposed,partial,0.0,61,0.10753870457410812
Proposed,partial,0.0,62,0.10952947959303856
Proposed,partial,0.0,63,0.11562854573130607
Proposed,partial,0.0,64,0.11513030827045441
Proposed,partial,0.0,65,0.1280200384557247
Proposed,partial,0.0,66,0.11745926067233085
Proposed,partial,0.0,67,0.12671129032969475
Proposed,partial,0.0,68,0.11585314497351647
Proposed,partial,0.0,69,0.13235242441296577
Proposed,partial,0.0,70,0.12621852979063988
Proposed,partial,0.0,71,0.12977759018540383
Proposed,partial,0.0,72,0.1257751241326332
Proposed,partial,0.0,73,0.12849781885743142
Proposed,partial,0.0,74,0.11213760748505593
Proposed,partial,0.0,75,0.10681476816534996
Proposed,partial,0.0,76,0.12404954880475998
Proposed,partial,0.0,77,0.11564503461122513
Proposed,partial,0.0,78,0.12092343233525753
Proposed,partial,0.0,79,0.12165025696158409
Proposed,partial,0.0,80,0.13103556782007217
Proposed,partial,0.0,81,0.11105998307466507
Proposed,partial,0.0,82,0.1135585442185402
Proposed,partial,0.0,83,0.1133191555738449
Proposed,partial,0.0,84,0.12668369933962823
Proposed,partial,0.0,85,0.12214640602469444
Proposed,partial,0.0,86,0.1322319008409977
Proposed,partial,0.0,87,0.12011060565710067
Proposed,partial,0.0,88,0.11758868396282196
Proposed,partial,0.0,89,0.11466134935617447
Proposed,partial,0.0,90,0.1293315812945366
Proposed,partial,0.0,91,0.1254504919052124
Proposed,partial,0.0,92,0.1174023538827896
Proposed,partial,0.0,93,0.13138344064354895
Proposed,partial,0.0,94,0.1324388451874256
Proposed,partial,0.0,95,0.13156444653868676
Proposed,partial,0.0,96,0.12793875113129616
Proposed,partial,0.0,97,0.11497830674052238
Proposed,partial,0.0,98,0.12263856455683708
Proposed,partial,0.0,99,0.11750629991292953
Proposed,partial,0.0,100,0.12047943398356438
REKF,partial,0.0,1,0.23357214690901212
REKF,partial,0.0,2,0.23357214690901212
REKF,partial,0.0,3,0.23357214690901212
REKF,partial,0.0,4,0.23357214690901212
REKF,partial,0.0,5,0.23357214690901212
REKF,partial,0.0,6,0.23357214690901212
REKF,partial,0.0,7,0.23357214690901212
REKF,partial,0.0,8,0.23357214690901212
REKF,partial,0.0,9,0.23357214690901212
REKF,partial,0.0,10,0.23357214690901212
REKF,partial,0.0,11,0.23357214690901212
REKF,partial,0.0,12,0.23357214690901212
REKF,partial,0.0,13,0.23357214690901212
REKF,partial,0.0,14,0.23357214690901212
REKF,partial,0.0,15,0.23357214690901212
REKF,partial,0.0,16,0.23357214690901212
REKF,partial,0.0,17,0.23357214690901212
REKF,partial,0.0,18,0.23357214690901212
REKF,partial,0.0,19,0.23357214690901212
REKF,partial,0.0,20,0.23357214690901212
REKF,partial,0.0,21,0.23357214690901212
REKF,partial,0.0,22,0.23357214690901212
REKF,partial,0.0,23,0.23357214690901212
REKF,partial,0.0,24,0.23357214690901212
REKF,partial,0.0,25,0.23357214690901212
REKF,partial,0.0,26,0.23357214690901212
REKF,partial,0.0,27,0.23357214690901212
REKF,partial,0.0,28,0.23357214690901212
REKF,partial,0.0,29,0.23357214690901212
REKF,partial,0.0,30,0.23357214690901212
REKF,partial,0.0,31,0.23357214690901212
REKF,partial,0.0,32,0.23357214690901212
REKF,partial,0.0,33,0.23357214690901212
REKF,partial,0.0,34,0.23357214690901212
REKF,partial,0.0,35,0.23357214690901212
REKF,partial,0.0,36,0.23357214690901212
REKF,partial,0.0,37,0.23357214690901212
REKF,partial,0.0,38,0.23357214690901212
REKF,partial,0.0,39,0.23357214690901212
REKF,partial,0.0,40,0.23357214690901212
REKF,partial,0.0,41,0.23357214690901212
REKF,partial,0.0,42,0.23357214690901212
REKF,partial,0.0,43,0.23357214690901212
REKF,partial,0.0,44,0.23357214690901212
REKF,partial,0.0,45,0.23357214690901212
REKF,partial,0.0,46,0.23357214690901212
REKF,partial,0.0,47,0.23357214690901212
REKF,partial,0.0,48,0.23357214690901212
REKF,partial,0.0,49,0.23357214690901212
REKF,partial,0.0,50,0.23357214690901212
REKF,partial,0.0,51,0.23357214690901212
REKF,partial,0.0,52,0.23357214690901212
REKF,partial,0.0,53,0.23357214690901212
REKF,partial,0.0,54,0.23357214690901212
REKF,partial,0.0,55,0.23357214690901212
REKF,partial,0.0,56,0.23357214690901212
REKF,partial,0.0,57,0.23357214690901212
REKF,partial,0.0,58,0.23357214690901212
REKF,partial,0.0,59,0.23357214690901212
REKF,partial,0.0,60,0.23357214690901212
REKF,partial,0.0,61,0.23357214690901212
REKF,partial,0.0,62,0.23357214690901212
REKF,partial,0.0,63,0.23357214690901212
REKF,partial,0.0,64,0.23357214690901212
REKF,partial,0.0,65,0.23357214690901212
REKF,partial,0.0,66,0.23357214690901212
REKF,partial,0.0,67,0.23357214690901212
REKF,partial,0.0,68,0.23357214690901212
REKF,partial,0.0,69,0.23357214690901212
REKF,partial,0.0,70,0.23357214690901212
REKF,partial,0.0,71,0.23357214690901212
REKF,partial,0.0,72,0.23357214690901212
REKF,partial,0.0,73,0.23357214690901212
REKF,partial,0.0,74,0.23357214690901212
REKF,partial,0.0,75,0.23357214690901212
REKF,partial,0.0,76,0.23357214690901212
REKF,partial,0.0,77,0.23357214690901212
REKF,partial,0.0,78,0.23357214690901212
REKF,partial,0.0,79,0.23357214690901212
REKF,partial,0.0,80,0.23357214690901212
REKF,partial,0.0,81,0.23357214690901212
REKF,partial,0.0,82,0.23357214690901212
REKF,partial,0.0,83,0.23357214690901212
REKF,partial,0.0,84,0.23357214690901212
REKF,partial,0.0,85,0.23357214690901212
REKF,partial,0.0,86,0.23357214690901212
REKF,partial,0.0,87,0.23357214690901212
REKF,partial,0.0,88,0.23357214690901212
REKF,partial,0.0,89,0.23357214690901212
REKF,partial,0.0,90,0.23357214690901212
REKF,partial,0.0,91,0.23357214690901212
REKF,partial,0.0,92,0.23357214690901212
REKF,partial,0.0,93,0.23357214690901212
REKF,partial,0.0,94,0.23357214690901212
REKF,partial,0.0,95,0.23357214690901212
REKF,partial,0.0,96,0.23357214690901212
REKF,partial,0.0,97,0.23357214690901212
REKF,partial,0.0,98,0.23357214690901212
REKF,partial,0.0,99,0.23357214690901212
REKF,partial,0.0,100,0.23357214690901212
Original,full,10.0,1,0.47045970559120176
Original,full,10.0,2,0.4705538868904114
Original,full,10.0,3,0.47052058577537537
Original,full,10.0,4,0.47057588696479796
Original,full,10.0,5,0.470570957660675
Original,full,10.0,6,0.4705290853977203
Original,full,10.0,7,0.4704984873533249
Original,full,10.0,8,0.47056788504123687
Original,full,10.0,9,0.4705348610877991
Original,full,10.0,10,0.4705630660057068
Original,full,10.0,11,0.47050297260284424
Original,full,10.0,12,0.4705138921737671
Original,full,10.0,13,0.4705694913864136
Original,full,10.0,14,0.4705794930458069
Original,full,10.0,15,0.47053239345550535
Original,full,10.0,16,0.47053378224372866
Original,full,10.0,17,0.4705167800188065
Original,full,10.0,18,0.4705651789903641
Original,full,10.0,19,0.4705389767885208
Original,full,10.0,20,0.47053908705711367
Original,full,10.0,21,0.47059727609157564
Original,full,10.0,22,0.4705407828092575
Original,full,10.0,23,0.47060972154140474
Original,full,10.0,24,0.47057258188724516
Original,full,10.0,25,0.47052831649780275
Original,full,10.0,26,0.4705686688423157
Original,full,10.0,27,0.47056534588336946
Original,full,10.0,28,0.47054935693740846
Original,full,10.0,29,0.4705084502696991
Original,full,10.0,30,0.47055473923683167
Original,full,10.0,31,0.47046472430229186
Original,full,10.0,32,0.4705666959285736
Original,full,10.0,33,0.47055312991142273
Original,full,10.0,34,0.47052669823169707
Original,full,10.0,35,0.47060570418834685
Original,full,10.0,36,0.4704621136188507
Original,full,10.0,37,0.47057047486305237
Original,full,10.0,38,0.4705864369869232
Original,full,10.0,39,0.47055206298828123
Original,full,10.0,40,0.4705043494701385
Original,full,10.0,41,0.47058720886707306
Original,full,10.0,42,0.47056583166122434
Original,full,10.0,43,0.470579931139946
Original,full,10.0,44,0.47055654525756835
Original,full,10.0,45,0.4705333590507507
Original,full,10.0,46,0.4705621004104614
Original,full,10.0,47,0.47059071660041807
Original,full,10.0,48,0.4706035077571869
Original,full,10.0,49,0.4705515682697296
Original,full,10.0,50,0.4705341190099716
Original,full,10.0,51,0.4705840289592743
Original,full,10.0,52,0.4705547600984573
Original,full,10.0,53,0.4705832481384277
Original,full,10.0,54,0.470565003156662
Original,full,10.0,55,0.4705507129430771
Original,full,10.0,56,0.47059181332588196
Original,full,10.0,57,0.47056844830513
Original,full,10.0,58,0.47053027153015137
Original,full,10.0,59,0.4705118596553802
Original,full,10.0,60,0.47058176398277285
Original,full,10.0,61,0.47059182822704315
Original,full,10.0,62,0.47053379416465757
Original,full,10.0,63,0.4705586969852448
Original,full,10.0,64,0.4705572038888931
Original,full,10.0,65,0.4706003040075302
Original,full,10.0,66,0.47050181925296786
Original,full,10.0,67,0.47056111991405486
Original,full,10.0,68,0.47052074670791627
Original,full,10.0,69,0.4705421894788742
Original,full,10.0,70,0.4705401510000229
Original,full,10.0,71,0.4705468326807022
Original,full,10.0,72,0.4705147981643677
Original,full,10.0,73,0.4705834060907364
Original,full,10.0,74,0.47052786946296693
Original,full,10.0,75,0.47049783170223236
Original,full,10.0,76,0.4705694705247879
Original,full,10.0,77,0.4705285936594009
Original,full,10.0,78,0.4705516517162323
Original,full,10.0,79,0.47052452266216277
Original,full,10.0,80,0.47065211534500123
Original,full,10.0,81,0.4704920142889023
Original,full,10.0,82,0.47056783735752106
Original,full,10.0,83,0.47047524750232694
Original,full,10.0,84,0.4705411344766617
Original,full,10.0,85,0.47059476375579834
Original,full,10.0,86,0.4705780804157257
Original,full,10.0,87,0.4705328345298767
Original,full,10.0,88,0.47055925726890563
Original,full,10.0,89,0.47052010893821716
Original,full,10.0,90,0.4705925941467285
Original,full,10.0,91,0.47053705155849457
Original,full,10.0,92,0.47053849399089814
Original,full,10.0,93,0.47059653103351595
Original,full,10.0,94,0.4705828756093979
Original,full,10.0,95,0.4705366104841232
Original,full,10.0,96,0.47056191861629487
Original,full,10.0,97,0.4705104023218155
Original,full,10.0,98,0.47056453824043276
Original,full,10.0,99,0.4705784469842911
Original,full,10.0,100,0.47059169709682463
Proposed,full,10.0,1,0.41139874160289763
Proposed,full,10.0,2,0.3686366528272629
Proposed,full,10.0,3,0.3466475039720535
Proposed,full,10.0,4,0.3367979109287262
Proposed,full,10.0,5,0.33199684917926786
Proposed,full,10.0,6,0.33076742887496946
Proposed,full,10.0,7,0.3288170427083969
Proposed,full,10.0,8,0.32865639328956603
Proposed,full,10.0,9,0.3277761071920395
Proposed,full,10.0,10,0.3291313946247101
Proposed,full,10.0,11,0.32938669323921205
Proposed,full,10.0,12,0.32702708542346953
Proposed,full,10.0,13,0.32576621770858766
Proposed,full,10.0,14,0.32859603464603426
Proposed,full,10.0,15,0.3288225710391998
Proposed,full,10.0,16,0.32976600527763367
Proposed,full,10.0,17,0.32998643815517426
Proposed,full,10.0,18,0.3262826979160309
Proposed,full,10.0,19,0.32868572771549226
Proposed,full,10.0,20,0.32897081077098844
Proposed,full,10.0,21,0.3288718223571777
Proposed,full,10.0,22,0.32931351363658906
Proposed,full,10.0,23,0.32865130007266996
Proposed,full,10.0,24,0.32788572311401365
Proposed,full,10.0,25,0.32991330325603485
Proposed,full,10.0,26,0.3291454792022705
Proposed,full,10.0,27,0.3294198662042618
Proposed,full,10.0,28,0.33049039244651796
Proposed,full,10.0,29,0.3288834035396576
Proposed,full,10.0,30,0.33072108030319214
Proposed,full,10.0,31,0.33033264577388766
Proposed,full,10.0,32,0.3271671086549759
Proposed,full,10.0,33,0.3267511993646622
Proposed,full,10.0,34,0.32805316150188446
Proposed,full,10.0,35,0.3295246422290802
Proposed,full,10.0,36,0.33027110397815707
Proposed,full,10.0,37,0.32900384068489075
Proposed,full,10.0,38,0.32693043649196624
Proposed,full,10.0,39,0.32670980989933013
Proposed,full,10.0,40,0.326597785949707
Proposed,full,10.0,41,0.3283595770597458
Proposed,full,10.0,42,0.32744365334510805
Proposed,full,10.0,43,0.3285667926073074
Proposed,full,10.0,44,0.3258599996566772
Proposed,full,10.0,45,0.3285766005516052
Proposed,full,10.0,46,0.32975125014781953
Proposed,full,10.0,47,0.328380087018013
Proposed,full,10.0,48,0.32891463339328764
Proposed,full,10.0,49,0.3269818663597107
Proposed,full,10.0,50,0.32752153277397156
Proposed,full,10.0,51,0.3256092965602875
Proposed,full,10.0,52,0.32617697715759275
Proposed,full,10.0,53,0.3264835238456726
Proposed,full,10.0,54,0.3285698384046555
Proposed,full,10.0,55,0.32841909527778623
Proposed,full,10.0,56,0.3282483100891113
Proposed,full,10.0,57,0.32911902070045473
Proposed,full,10.0,58,0.32937090992927553
Proposed,full,10.0,59,0.3276808947324753
Proposed,full,10.0,60,0.3281673014163971
Proposed,full,10.0,61,0.3279410183429718
Proposed,full,10.0,62,0.32808961570262907
Proposed,full,10.0,63,0.32940360009670255
Proposed,full,10.0,64,0.32792950570583346
Proposed,full,10.0,65,0.32947078049182893
Proposed,full,10.0,66,0.32975309491157534
Proposed,full,10.0,67,0.33034875988960266
Proposed,full,10.0,68,0.32785662412643435
Proposed,full,10.0,69,0.329071643948555
Proposed,full,10.0,70,0.3271735072135925
Proposed,full,10.0,71,0.3281121224164963
Proposed,full,10.0,72,0.3280793607234955
Proposed,full,10.0,73,0.32902524173259734
Proposed,full,10.0,74,0.32606321573257446
Proposed,full,10.0,75,0.32975269556045533
Proposed,full,10.0,76,0.328092098236084
Proposed,full,10.0,77,0.3248069047927856
Proposed,full,10.0,78,0.3269381284713745
Proposed,full,10.0,79,0.3276026248931885
Proposed,full,10.0,80,0.3287646025419235
Proposed,full,10.0,81,0.3294776499271393
Proposed,full,10.0,82,0.32785376310348513
Proposed,full,10.0,83,0.3304363340139389
Proposed,full,10.0,84,0.3292765438556671
Proposed,full,10.0,85,0.3265060126781464
Proposed,full,10.0,86,0.32902249693870544
Proposed,full,10.0,87,0.3274070143699646
Proposed,full,10.0,88,0.32757597863674165
Proposed,full,10.0,89,0.3277325212955475
Proposed,full,10.0,90,0.3288852870464325
Proposed,full,10.0,91,0.3282517284154892
Proposed,full,10.0,92,0.3259788990020752
Proposed,full,10.0,93,0.3265258729457855
Proposed,full,10.0,94,0.32879809141159055
Proposed,full,10.0,95,0.32717629671096804
Proposed,full,10.0,96,0.32706892490386963
Proposed,full,10.0,97,0.3261637032032013
Proposed,full,10.0,98,0.327428811788559
Proposed,full,10.0,99,0.32648388743400575
Proposed,full,10.0,100,0.3264379113912582
REKF,full,10.0,1,0.012742749857031334
REKF,full,10.0,2,0.012742749857031334
REKF,full,10.0,3,0.012742749857031334
REKF,full,10.0,4,0.012742749857031334
REKF,full,10.0,5,0.012742749857031334
REKF,full,10.0,6,0.012742749857031334
REKF,full,10.0,7,0.012742749857031334
REKF,full,10.0,8,0.012742749857031334
REKF,full,10.0,9,0.012742749857031334
REKF,full,10.0,10,0.012742749857031334
REKF,full,10.0,11,0.012742749857031334
REKF,full,10.0,12,0.012742749857031334
REKF,full,10.0,13,0.012742749857031334
REKF,full,10.0,14,0.012742749857031334
REKF,full,10.0,15,0.012742749857031334
REKF,full,10.0,16,0.012742749857031334
REKF,full,10.0,17,0.012742749857031334
REKF,full,10.0,18,0.012742749857031334
REKF,full,10.0,19,0.012742749857031334
REKF,full,10.0,20,0.012742749857031334
REKF,full,10.0,21,0.012742749857031334
REKF,full,10.0,22,0.012742749857031334
REKF,full,10.0,23,0.012742749857031334
REKF,full,10.0,24,0.012742749857031334
REKF,full,10.0,25,0.012742749857031334
REKF,full,10.0,26,0.012742749857031334
REKF,full,10.0,27,0.012742749857031334
REKF,full,10.0,28,0.012742749857031334
REKF,full,10.0,29,0.012742749857031334
REKF,full,10.0,30,0.012742749857031334
REKF,full,10.0,31,0.012742749857031334
REKF,full,10.0,32,0.012742749857031334
REKF,full,10.0,33,0.012742749857031334
REKF,full,10.0,34,0.012742749857031334
REKF,full,10.0,35,0.012742749857031334
REKF,full,10.0,36,0.012742749857031334
REKF,full,10.0,37,0.012742749857031334
REKF,full,10.0,38,0.012742749857031334
REKF,full,10.0,39,0.012742749857031334
REKF,full,10.0,40,0.012742749857031334
REKF,full,10.0,41,0.012742749857031334
REKF,full,10.0,42,0.012742749857031334
REKF,full,10.0,43,0.012742749857031334
REKF,full,10.0,44,0.012742749857031334
REKF,full,10.0,45,0.012742749857031334
REKF,full,10.0,46,0.012742749857031334
REKF,full,10.0,47,0.012742749857031334
REKF,full,10.0,48,0.012742749857031334
REKF,full,10.0,49,0.012742749857031334
REKF,full,10.0,50,0.012742749857031334
REKF,full,10.0,51,0.012742749857031334
REKF,full,10.0,52,0.012742749857031334
REKF,full,10.0,53,0.012742749857031334
REKF,full,10.0,54,0.012742749857031334
REKF,full,10.0,55,0.012742749857031334
REKF,full,10.0,56,0.012742749857031334
REKF,full,10.0,57,0.012742749857031334
REKF,full,10.0,58,0.012742749857031334
REKF,full,10.0,59,0.012742749857031334
REKF,full,10.0,60,0.012742749857031334
REKF,full,10.0,61,0.012742749857031334
REKF,full,10.0,62,0.012742749857031334
REKF,full,10.0,63,0.012742749857031334
REKF,full,10.0,64,0.012742749857031334
REKF,full,10.0,65,0.012742749857031334
REKF,full,10.0,66,0.012742749857031334
REKF,full,10.0,67,0.012742749857031334
REKF,full,10.0,68,0.012742749857031334
REKF,full,10.0,69,0.012742749857031334
REKF,full,10.0,70,0.012742749857031334
REKF,full,10.0,71,0.012742749857031334
REKF,full,10.0,72,0.012742749857031334
REKF,full,10.0,73,0.012742749857031334
REKF,full,10.0,74,0.012742749857031334
REKF,full,10.0,75,0.012742749857031334
REKF,full,10.0,76,0.012742749857031334
REKF,full,10.0,77,0.012742749857031334
REKF,full,10.0,78,0.012742749857031334
REKF,full,10.0,79,0.012742749857031334
REKF,full,10.0,80,0.012742749857031334
REKF,full,10.0,81,0.012742749857031334
REKF,full,10.0,82,0.012742749857031334
REKF,full,10.0,83,0.012742749857031334
REKF,full,10.0,84,0.012742749857031334
REKF,full,10.0,85,0.012742749857031334
REKF,full,10.0,86,0.012742749857031334
REKF,full,10.0,87,0.012742749857031334
REKF,full,10.0,88,0.012742749857031334
REKF,full,10.0,89,0.012742749857031334
REKF,full,10.0,90,0.012742749857031334
REKF,full,10.0,91,0.012742749857031334
REKF,full,10.0,92,0.012742749857031334
REKF,full,10.0,93,0.012742749857031334
REKF,full,10.0,94,0.012742749857031334
REKF,full,10.0,95,0.012742749857031334
REKF,full,10.0,96,0.012742749857031334
REKF,full,10.0,97,0.012742749857031334
REKF,full,10.0,98,0.012742749857031334
REKF,full,10.0,99,0.012742749857031334
REKF,full,10.0,100,0.012742749857031334
Original,partial,10.0,1,0.4704224169254303
Original,partial,10.0,2,0.4705230683088303
Original,partial,10.0,3,0.4704112023115158
Original,partial,10.0,4,0.47044152915477755
Original,partial,10.0,5,0.4704288840293884
