model,scenario,inv_r2_db,t,c_mean
REKF,full,-6.02,24,0.05455594781168514
REKF,full,-6.02,25,0.05455594781168514
REKF,full,-6.02,26,0.05455594781168514
REKF,full,-6.02,27,0.05455594781168514
REKF,full,-6.02,28,0.05455594781168514
REKF,full,-6.02,29,0.05455594781168514
REKF,full,-6.02,30,0.05455594781168514
REKF,full,-6.02,31,0.05455594781168514
REKF,full,-6.02,32,0.05455594781168514
REKF,full,-6.02,33,0.05455594781168514
REKF,full,-6.02,34,0.05455594781168514
REKF,full,-6.02,35,0.05455594781168514
REKF,full,-6.02,36,0.05455594781168514
REKF,full,-6.02,37,0.05455594781168514
REKF,full,-6.02,38,0.05455594781168514
REKF,full,-6.02,39,0.05455594781168514
REKF,full,-6.02,40,0.05455594781168514
REKF,full,-6.02,41,0.05455594781168514
REKF,full,-6.02,42,0.05455594781168514
REKF,full,-6.02,43,0.05455594781168514
REKF,full,-6.02,44,0.05455594781168514
REKF,full,-6.02,45,0.05455594781168514
REKF,full,-6.02,46,0.05455594781168514
REKF,full,-6.02,47,0.05455594781168514
REKF,full,-6.02,48,0.05455594781168514
REKF,full,-6.02,49,0.05455594781168514
REKF,full,-6.02,50,0.05455594781168514
REKF,full,-6.02,51,0.05455594781168514
REKF,full,-6.02,52,0.05455594781168514
REKF,full,-6.02,53,0.05455594781168514
REKF,full,-6.02,54,0.05455594781168514
REKF,full,-6.02,55,0.05455594781168514
REKF,full,-6.02,56,0.05455594781168514
REKF,full,-6.02,57,0.05455594781168514
REKF,full,-6.02,58,0.05455594781168514
REKF,full,-6.02,59,0.05455594781168514
REKF,full,-6.02,60,0.05455594781168514
REKF,full,-6.02,61,0.05455594781168514
REKF,full,-6.02,62,0.05455594781168514
REKF,full,-6.02,63,0.05455594781168514
REKF,full,-6.02,64,0.05455594781168514
REKF,full,-6.02,65,0.05455594781168514
REKF,full,-6.02,66,0.05455594781168514
REKF,full,-6.02,67,0.05455594781168514
REKF,full,-6.02,68,0.05455594781168514
REKF,full,-6.02,69,0.05455594781168514
REKF,full,-6.02,70,0.05455594781168514
REKF,full,-6.02,71,0.05455594781168514
REKF,full,-6.02,72,0.05455594781168514
REKF,full,-6.02,73,0.05455594781168514
REKF,full,-6.02,74,0.05455594781168514
REKF,full,-6.02,75,0.05455594781168514
REKF,full,-6.02,76,0.05455594781168514
REKF,full,-6.02,77,0.05455594781168514
REKF,full,-6.02,78,0.05455594781168514
REKF,full,-6.02,79,0.05455594781168514
REKF,full,-6.02,80,0.05455594781168514
REKF,full,-6.02,81,0.05455594781168514
REKF,full,-6.02,82,0.05455594781168514
REKF,full,-6.02,83,0.05455594781168514
REKF,full,-6.02,84,0.05455594781168514
REKF,full,-6.02,85,0.05455594781168514
REKF,full,-6.02,86,0.05455594781168514
REKF,full,-6.02,87,0.05455594781168514
REKF,full,-6.02,88,0.05455594781168514
REKF,full,-6.02,89,0.05455594781168514
REKF,full,-6.02,90,0.05455594781168514
REKF,full,-6.02,91,0.05455594781168514
REKF,full,-6.02,92,0.05455594781168514
REKF,full,-6.02,93,0.05455594781168514
REKF,full,-6.02,94,0.05455594781168514
REKF,full,-6.02,95,0.05455594781168514
REKF,full,-6.02,96,0.05455594781168514
REKF,full,-6.02,97,0.05455594781168514
REKF,full,-6.02,98,0.05455594781168514
REKF,full,-6.02,99,0.05455594781168514
REKF,full,-6.02,100,0.05455594781168514
Original,partial,-6.02,1,0.4703050911426544
Original,partial,-6.02,2,0.47058377265930174
Original,partial,-6.02,3,0.47011021673679354
Original,partial,-6.02,4,0.4704523980617523
Original,partial,-6.02,5,0.4705218106508255
Original,partial,-6.02,6,0.4702897101640701
Original,partial,-6.02,7,0.4701730012893677
Original,partial,-6.02,8,0.47043939530849455
Original,partial,-6.02,9,0.470273557305336
Original,partial,-6.02,10,0.4704456001520157
Original,partial,-6.02,11,0.4704001545906067
Original,partial,-6.02,12,0.4702164441347122
Original,partial,-6.02,13,0.4704441010951996
Original,partial,-6.02,14,0.4706751465797424
Original,partial,-6.02,15,0.47029178142547606
Original,partial,-6.02,16,0.47043074369430543
Original,partial,-6.02,17,0.4702005505561829
Original,partial,-6.02,18,0.47035934329032897
Original,partial,-6.02,19,0.470408034324646
Original,partial,-6.02,20,0.4702640652656555
Original,partial,-6.02,21,0.47073771357536315
Original,partial,-6.02,22,0.47044611871242525
Original,partial,-6.02,23,0.47068223655223845
Original,partial,-6.02,24,0.47061887383461
Original,partial,-6.02,25,0.4702410757541656
Original,partial,-6.02,26,0.47051275074481963
Original,partial,-6.02,27,0.4704985409975052
Original,partial,-6.02,28,0.47051578760147095
Original,partial,-6.02,29,0.4702683389186859
Original,partial,-6.02,30,0.47038401663303375
Original,partial,-6.02,31,0.4701861381530762
Original,partial,-6.02,32,0.47037482261657715
Original,partial,-6.02,33,0.47040630877017975
Original,partial,-6.02,34,0.4703744173049927
Original,partial,-6.02,35,0.47056892812252044
Original,partial,-6.02,36,0.47016255259513856
Original,partial,-6.02,37,0.47029379904270174
Original,partial,-6.02,38,0.47065911889076234
Original,partial,-6.02,39,0.47043418884277344
Original,partial,-6.02,40,0.47014049589633944
Original,partial,-6.02,41,0.47069391012191775
Original,partial,-6.02,42,0.47041537165641784
Original,partial,-6.02,43,0.4705309569835663
Original,partial,-6.02,44,0.47049537897109983
Original,partial,-6.02,45,0.4703176885843277
Original,partial,-6.02,46,0.47029503881931306
Original,partial,-6.02,47,0.47041251957416536
Original,partial,-6.02,48,0.4706837832927704
Original,partial,-6.02,49,0.47048035860061643
Original,partial,-6.02,50,0.4702985852956772
Original,partial,-6.02,51,0.4705801010131836
Original,partial,-6.02,52,0.4702201157808304
Original,partial,-6.02,53,0.4707550495862961
Original,partial,-6.02,54,0.47061370611190795
Original,partial,-6.02,55,0.4703231692314148
Original,partial,-6.02,56,0.47052110731601715
Original,partial,-6.02,57,0.4704884886741638
Original,partial,-6.02,58,0.47030735313892363
Original,partial,-6.02,59,0.4703898996114731
Original,partial,-6.02,60,0.470512193441391
Original,partial,-6.02,61,0.470501047372818
Original,partial,-6.02,62,0.47040911614894865
Original,partial,-6.02,63,0.47056332528591155
Original,partial,-6.02,64,0.47050570547580717
Original,partial,-6.02,65,0.4706934869289398
Original,partial,-6.02,66,0.47025270760059357
Original,partial,-6.02,67,0.4704420745372772
Original,partial,-6.02,68,0.4701970010995865
Original,partial,-6.02,69,0.4705561697483063
Original,partial,-6.02,70,0.47032431662082674
Original,partial,-6.02,71,0.4703932911157608
Original,partial,-6.02,72,0.470414337515831
Original,partial,-6.02,73,0.47063882648944855
Original,partial,-6.02,74,0.4703500807285309
Original,partial,-6.02,75,0.47009841799736024
Original,partial,-6.02,76,0.47054890990257264
Original,partial,-6.02,77,0.47027614414691926
Original,partial,-6.02,78,0.4705257147550583
Original,partial,-6.02,79,0.4704336553812027
Original,partial,-6.02,80,0.47083543837070463
Original,partial,-6.02,81,0.4700794517993927
Original,partial,-6.02,82,0.47047752141952515
Original,partial,-6.02,83,0.4701293081045151
Original,partial,-6.02,84,0.4704351186752319
Original,partial,-6.02,85,0.47050661444664
Original,partial,-6.02,86,0.470522540807724
Original,partial,-6.02,87,0.4702923268079758
Original,partial,-6.02,88,0.4703262984752655
Original,partial,-6.02,89,0.4702973455190659
Original,partial,-6.02,90,0.4705933541059494
Original,partial,-6.02,91,0.47032425105571746
Original,partial,-6.02,92,0.4702501237392426
Original,partial,-6.02,93,0.4707174599170685
Original,partial,-6.02,94,0.4705573976039886
Original,partial,-6.02,95,0.47046964466571806
Original,partial,-6.02,96,0.47040258049964906
Original,partial,-6.02,97,0.47029646635055544
Original,partial,-6.02,98,0.47048466801643374
Original,partial,-6.02,99,0.47053727209568025
Original,partial,-6.02,100,0.4707439601421356
Proposed,partial,-6.02,1,0.23395360261201859
Proposed,partial,-6.02,2,0.08837479166686535
Proposed,partial,-6.02,3,0.032134758308529854
Proposed,partial,-6.02,4,0.015512366127222777
Proposed,partial,-6.02,5,0.008427488338202237
Proposed,partial,-6.02,6,0.005361586948856712
Proposed,partial,-6.02,7,0.0038237181957811116
Proposed,partial,-6.02,8,0.0027811639127321543
Proposed,partial,-6.02,9,0.0022272282047197224
Proposed,partial,-6.02,10,0.0017888273461721838
Proposed,partial,-6.02,11,0.0015862324042245745
Proposed,partial,-6.02,12,0.001324844639748335
Proposed,partial,-6.02,13,0.001221548073226586
Proposed,partial,-6.02,14,0.001226050709374249
Proposed,partial,-6.02,15,0.0011971291271038354
Proposed,partial,-6.02,16,0.0012147746281698346
Proposed,partial,-6.02,17,0.0012229293701238931
Proposed,partial,-6.02,18,0.0010979831335134805
Proposed,partial,-6.02,19,0.0011975289962720126
Proposed,partial,-6.02,20,0.0011511514894664288
Proposed,partial,-6.02,21,0.001217061164788902
Proposed,partial,-6.02,22,0.001244345190934837
Proposed,partial,-6.02,23,0.0012241250602528452
Proposed,partial,-6.02,24,0.001175843138480559
Proposed,partial,-6.02,25,0.0011658721254207195
Proposed,partial,-6.02,26,0.0010947528702672572
Proposed,partial,-6.02,27,0.0011149461381137371
Proposed,partial,-6.02,28,0.0011532995849847794
Proposed,partial,-6.02,29,0.0011127732519526034
Proposed,partial,-6.02,30,0.0011388411629013717
Proposed,partial,-6.02,31,0.0011518178216647357
Proposed,partial,-6.02,32,0.0010611986799631268
Proposed,partial,-6.02,33,0.0010166822699829935
Proposed,partial,-6.02,34,0.001025101449340582
Proposed,partial,-6.02,35,0.0010689262126106769
Proposed,partial,-6.02,36,0.0010647978051565588
Proposed,partial,-6.02,37,0.0010853856452740728
Proposed,partial,-6.02,38,0.0010636221210006624
Proposed,partial,-6.02,39,0.0010357920138631016
Proposed,partial,-6.02,40,0.0009682255738880485
Proposed,partial,-6.02,41,0.001023142837220803
Proposed,partial,-6.02,42,0.001007659762399271
Proposed,partial,-6.02,43,0.0010369217838160695
Proposed,partial,-6.02,44,0.0010013229737523943
Proposed,partial,-6.02,45,0.0010480957163963467
Proposed,partial,-6.02,46,0.0010419099708087742
Proposed,partial,-6.02,47,0.001001475687371567
Proposed,partial,-6.02,48,0.0010254484077449888
Proposed,partial,-6.02,49,0.0009606230480130762
Proposed,partial,-6.02,50,0.0009741950314491987
Proposed,partial,-6.02,51,0.0009852764836978168
Proposed,partial,-6.02,52,0.0009894063230603933
Proposed,partial,-6.02,53,0.0010064008121844382
Proposed,partial,-6.02,54,0.0009913499117828906
Proposed,partial,-6.02,55,0.0009644800040405244
Proposed,partial,-6.02,56,0.0009663207340054214
Proposed,partial,-6.02,57,0.0010203456040471792
Proposed,partial,-6.02,58,0.0010492835193872453
Proposed,partial,-6.02,59,0.0009913258894812317
Proposed,partial,-6.02,60,0.001023627200629562
Proposed,partial,-6.02,61,0.001006277109263465
Proposed,partial,-6.02,62,0.0010200869815889745
Proposed,partial,-6.02,63,0.001108708290848881
Proposed,partial,-6.02,64,0.0010940060834400355
Proposed,partial,-6.02,65,0.0011578102596104145
Proposed,partial,-6.02,66,0.0011723926523700356
Proposed,partial,-6.02,67,0.0011619091499596834
Proposed,partial,-6.02,68,0.001096385030541569
Proposed,partial,-6.02,69,0.001105460646795109
Proposed,partial,-6.02,70,0.001047578442376107
Proposed,partial,-6.02,71,0.0010795643145684152
Proposed,partial,-6.02,72,0.0010710043308790774
Proposed,partial,-6.02,73,0.0010760195611510426
Proposed,partial,-6.02,74,0.0009836574143264442
Proposed,partial,-6.02,75,0.001018930017016828
Proposed,partial,-6.02,76,0.0010099674807861447
Proposed,partial,-6.02,77,0.0009813109238166362
Proposed,partial,-6.02,78,0.000985172123182565
Proposed,partial,-6.02,79,0.0009948195656761527
Proposed,partial,-6.02,80,0.0010177665448281915
Proposed,partial,-6.02,81,0.0010222417069599033
Proposed,partial,-6.02,82,0.0010037312225904317
Proposed,partial,-6.02,83,0.0010524352081120014
Proposed,partial,-6.02,84,0.0011078229697886854
Proposed,partial,-6.02,85,0.0010257687128614635
Proposed,partial,-6.02,86,0.0011101968819275498
Proposed,partial,-6.02,87,0.0010307669639587403
Proposed,partial,-6.02,88,0.0010398155893199146
Proposed,partial,-6.02,89,0.0010778210125863552
Proposed,partial,-6.02,90,0.0011092554428614675
Proposed,partial,-6.02,91,0.0011409269238356501
Proposed,partial,-6.02,92,0.0010586286254692823
Proposed,partial,-6.02,93,0.0010592517326585948
Proposed,partial,-6.02,94,0.0010885742609389125
Proposed,partial,-6.02,95,0.0010897979547735304
Proposed,partial,-6.02,96,0.0010813282977323979
Proposed,partial,-6.02,97,0.0010067686554975808
Proposed,partial,-6.02,98,0.0010038782085757703
Proposed,partial,-6.02,99,0.0009675229550339282
Proposed,partial,-6.02,100,0.0009535022778436542
REKF,partial,-6.02,1,0.0206913808111479
REKF,partial,-6.02,2,0.0206913808111479
REKF,partial,-6.02,3,0.0206913808111479
REKF,partial,-6.02,4,0.0206913808111479
REKF,partial,-6.02,5,0.0206913808111479
REKF,partial,-6.02,6,0.0206913808111479
REKF,partial,-6.02,7,0.0206913808111479
REKF,partial,-6.02,8,0.0206913808111479
REKF,partial,-6.02,9,0.0206913808111479
REKF,partial,-6.02,10,0.0206913808111479
REKF,partial,-6.02,11,0.0206913808111479
REKF,partial,-6.02,12,0.0206913808111479
REKF,partial,-6.02,13,0.0206913808111479
REKF,partial,-6.02,14,0.0206913808111479
REKF,partial,-6.02,15,0.0206913808111479
REKF,partial,-6.02,16,0.0206913808111479
REKF,partial,-6.02,17,0.0206913808111479
REKF,partial,-6.02,18,0.0206913808111479
REKF,partial,-6.02,19,0.0206913808111479
REKF,partial,-6.02,20,0.0206913808111479
REKF,partial,-6.02,21,0.0206913808111479
REKF,partial,-6.02,22,0.0206913808111479
REKF,partial,-6.02,23,0.0206913808111479
REKF,partial,-6.02,24,0.0206913808111479
REKF,partial,-6.02,25,0.0206913808111479
REKF,partial,-6.02,26,0.0206913808111479
REKF,partial,-6.02,27,0.0206913808111479
REKF,partial,-6.02,28,0.0206913808111479
REKF,partial,-6.02,29,0.0206913808111479
REKF,partial,-6.02,30,0.0206913808111479
REKF,partial,-6.02,31,0.0206913808111479
REKF,partial,-6.02,32,0.0206913808111479
REKF,partial,-6.02,33,0.0206913808111479
REKF,partial,-6.02,34,0.0206913808111479
REKF,partial,-6.02,35,0.0206913808111479
REKF,partial,-6.02,36,0.0206913808111479
REKF,partial,-6.02,37,0.0206913808111479
REKF,partial,-6.02,38,0.0206913808111479
REKF,partial,-6.02,39,0.0206913808111479
REKF,partial,-6.02,40,0.0206913808111479
REKF,partial,-6.02,41,0.0206913808111479
REKF,partial,-6.02,42,0.0206913808111479
REKF,partial,-6.02,43,0.0206913808111479
REKF,partial,-6.02,44,0.0206913808111479
REKF,partial,-6.02,45,0.0206913808111479
REKF,partial,-6.02,46,0.0206913808111479
REKF,partial,-6.02,47,0.0206913808111479
REKF,partial,-6.02,48,0.0206913808111479
REKF,partial,-6.02,49,0.0206913808111479
REKF,partial,-6.02,50,0.0206913808111479
REKF,partial,-6.02,51,0.0206913808111479
REKF,partial,-6.02,52,0.0206913808111479
REKF,partial,-6.02,53,0.0206913808111479
REKF,partial,-6.02,54,0.0206913808111479
REKF,partial,-6.02,55,0.0206913808111479
REKF,partial,-6.02,56,0.0206913808111479
REKF,partial,-6.02,57,0.0206913808111479
REKF,partial,-6.02,58,0.0206913808111479
REKF,partial,-6.02,59,0.0206913808111479
REKF,partial,-6.02,60,0.0206913808111479
REKF,partial,-6.02,61,0.0206913808111479
REKF,partial,-6.02,62,0.0206913808111479
REKF,partial,-6.02,63,0.0206913808111479
REKF,partial,-6.02,64,0.0206913808111479
REKF,partial,-6.02,65,0.0206913808111479
REKF,partial,-6.02,66,0.0206913808111479
REKF,partial,-6.02,67,0.0206913808111479
REKF,partial,-6.02,68,0.0206913808111479
REKF,partial,-6.02,69,0.0206913808111479
REKF,partial,-6.02,70,0.0206913808111479
REKF,partial,-6.02,71,0.0206913808111479
REKF,partial,-6.02,72,0.0206913808111479
REKF,partial,-6.02,73,0.0206913808111479
REKF,partial,-6.02,74,0.0206913808111479
REKF,partial,-6.02,75,0.0206913808111479
REKF,partial,-6.02,76,0.0206913808111479
REKF,partial,-6.02,77,0.0206913808111479
REKF,partial,-6.02,78,0.0206913808111479
REKF,partial,-6.02,79,0.0206913808111479
REKF,partial,-6.02,80,0.0206913808111479
REKF,partial,-6.02,81,0.0206913808111479
REKF,partial,-6.02,82,0.0206913808111479
REKF,partial,-6.02,83,0.0206913808111479
REKF,partial,-6.02,84,0.0206913808111479
REKF,partial,-6.02,85,0.0206913808111479
REKF,partial,-6.02,86,0.0206913808111479
REKF,partial,-6.02,87,0.0206913808111479
REKF,partial,-6.02,88,0.0206913808111479
REKF,partial,-6.02,89,0.0206913808111479
REKF,partial,-6.02,90,0.0206913808111479
REKF,partial,-6.02,91,0.0206913808111479
REKF,partial,-6.02,92,0.0206913808111479
REKF,partial,-6.02,93,0.0206913808111479
REKF,partial,-6.02,94,0.0206913808111479
REKF,partial,-6.02,95,0.0206913808111479
REKF,partial,-6.02,96,0.0206913808111479
REKF,partial,-6.02,97,0.0206913808111479
REKF,partial,-6.02,98,0.0206913808111479
REKF,partial,-6.02,99,0.0206913808111479
REKF,partial,-6.02,100,0.0206913808111479
Original,full,0.0,1,0.4703956663608551
Original,full,0.0,2,0.47056972086429594
Original,full,0.0,3,0.4703599214553833
Original,full,0.0,4,0.4705318987369537
Original,full,0.0,5,0.4705793261528015
Original,full,0.0,6,0.47043349146842955
Original,full,0.0,7,0.4703680634498596
Original,full,0.0,8,0.47056464552879335
Original,full,0.0,9,0.470463889837265
Original,full,0.0,10,0.4705550730228424
Original,full,0.0,11,0.4703992038965225
Original,full,0.0,12,0.47034219801425936
Original,full,0.0,13,0.47050492465496063
Original,full,0.0,14,0.47063553631305693
Original,full,0.0,15,0.4704412281513214
Original,full,0.0,16,0.47053964138031007
Original,full,0.0,17,0.4703805148601532
Original,full,0.0,18,0.47050769329071046
Original,full,0.0,19,0.4704734355211258
Original,full,0.0,20,0.4704685151576996
Original,full,0.0,21,0.47073982656002045
Original,full,0.0,22,0.4705370545387268
Original,full,0.0,23,0.4707036197185516
Original,full,0.0,24,0.4706566661596298
Original,full,0.0,25,0.4704557120800018
Original,full,0.0,26,0.47060140669345857
Original,full,0.0,27,0.4705817550420761
Original,full,0.0,28,0.4705463767051697
Original,full,0.0,29,0.4703997433185577
Original,full,0.0,30,0.47051731646060946
Original,full,0.0,31,0.47034179270267484
Original,full,0.0,32,0.47051178216934203
Original,full,0.0,33,0.47048158645629884
Original,full,0.0,34,0.47048039436340333
Original,full,0.0,35,0.47063577771186826
Original,full,0.0,36,0.47030462622642516
Original,full,0.0,37,0.47056500017642977
Original,full,0.0,38,0.4707057476043701
Original,full,0.0,39,0.4705080986022949
Original,full,0.0,40,0.47038795053958893
Original,full,0.0,41,0.4706807225942612
Original,full,0.0,42,0.47057869136333463
Original,full,0.0,43,0.47060691714286806
Original,full,0.0,44,0.4705676794052124
Original,full,0.0,45,0.47044557332992554
Original,full,0.0,46,0.47044987678527833
Original,full,0.0,47,0.47057038843631743
Original,full,0.0,48,0.4707326918840408
Original,full,0.0,49,0.4705705285072327
Original,full,0.0,50,0.4704416424036026
Original,full,0.0,51,0.47063938677310946
Original,full,0.0,52,0.4705073207616806
Original,full,0.0,53,0.4706562578678131
Original,full,0.0,54,0.47057726681232454
Original,full,0.0,55,0.4704646795988083
Original,full,0.0,56,0.4705748498439789
Original,full,0.0,57,0.47054370045661925
Original,full,0.0,58,0.4704563647508621
Original,full,0.0,59,0.4704419165849686
Original,full,0.0,60,0.4706157654523849
Original,full,0.0,61,0.47063655257225034
Original,full,0.0,62,0.47051201164722445
Original,full,0.0,63,0.4705832898616791
Original,full,0.0,64,0.47054738700389864
Original,full,0.0,65,0.4706778258085251
Original,full,0.0,66,0.4704058438539505
Original,full,0.0,67,0.4705758601427078
Original,full,0.0,68,0.47039660811424255
Original,full,0.0,69,0.47061494886875155
Original,full,0.0,70,0.4704963147640228
Original,full,0.0,71,0.47048734724521635
Original,full,0.0,72,0.47045932710170746
Original,full,0.0,73,0.4706480771303177
Original,full,0.0,74,0.47049063742160796
Original,full,0.0,75,0.47029971778392793
Original,full,0.0,76,0.47058010995388033
Original,full,0.0,77,0.4704288005828857
Original,full,0.0,78,0.4705579519271851
Original,full,0.0,79,0.47043305933475493
Original,full,0.0,80,0.4707708299160004
Original,full,0.0,81,0.4702903479337692
Original,full,0.0,82,0.4705905467271805
Original,full,0.0,83,0.47029981911182406
Original,full,0.0,84,0.47050369083881377
Original,full,0.0,85,0.4706112504005432
Original,full,0.0,86,0.4705889791250229
Original,full,0.0,87,0.47042990028858184
Original,full,0.0,88,0.4705342262983322
Original,full,0.0,89,0.47044441401958464
Original,full,0.0,90,0.4706651270389557
Original,full,0.0,91,0.4704777956008911
Original,full,0.0,92,0.4704520583152771
Original,full,0.0,93,0.4706608265638351
Original,full,0.0,94,0.47066572606563567
Original,full,0.0,95,0.4705183207988739
Original,full,0.0,96,0.47056105434894563
Original,full,0.0,97,0.4703757107257843
Original,full,0.0,98,0.47053957879543307
Original,full,0.0,99,0.47056726813316346
Original,full,0.0,100,0.470694100856781
Proposed,full,0.0,1,0.25214550644159317
Proposed,full,0.0,2,0.13418275937438012
Proposed,full,0.0,3,0.08155739307403564
Proposed,full,0.0,4,0.0662663035094738
Proposed,full,0.0,5,0.0595366682857275
Proposed,full,0.0,6,0.058979418873786923
Proposed,full,0.0,7,0.05719841346144676
Proposed,full,0.0,8,0.05918436422944069
Proposed,full,0.0,9,0.059043227881193164
Proposed,full,0.0,10,0.05873919501900673
Proposed,full,0.0,11,0.05872874222695827
Proposed,full,0.0,12,0.05278539396822453
Proposed,full,0.0,13,0.04968707226216793
Proposed,full,0.0,14,0.05531100258231163
Proposed,full,0.0,15,0.057285573333501816
Proposed,full,0.0,16,0.061958397179841994
Proposed,full,0.0,17,0.06263713091611862
Proposed,full,0.0,18,0.05486443229019642
Proposed,full,0.0,19,0.05902380309998989
Proposed,full,0.0,20,0.059506125003099444
Proposed,full,0.0,21,0.06291059181094169
Proposed,full,0.0,22,0.06458021402359009
Proposed,full,0.0,23,0.0630508691072464
Proposed,full,0.0,24,0.06207046769559384
Proposed,full,0.0,25,0.06270948871970176
Proposed,full,0.0,26,0.06233811601996422
Proposed,full,0.0,27,0.06539525538682937
Proposed,full,0.0,28,0.06846932843327522
Proposed,full,0.0,29,0.06415526717901229
Proposed,full,0.0,30,0.06521217301487922
Proposed,full,0.0,31,0.06647848822176457
Proposed,full,0.0,32,0.061406461894512175
Proposed,full,0.0,33,0.05472954697906971
Proposed,full,0.0,34,0.05362377502024174
Proposed,full,0.0,35,0.06174549646675587
Proposed,full,0.0,36,0.0635457444936037
Proposed,full,0.0,37,0.062381666526198386
Proposed,full,0.0,38,0.059842565655708314
Proposed,full,0.0,39,0.05330761708319187
Proposed,full,0.0,40,0.05005764588713646
Proposed,full,0.0,41,0.05440342575311661
Proposed,full,0.0,42,0.055712240561842916
Proposed,full,0.0,43,0.05684608593583107
Proposed,full,0.0,44,0.052371050044894216
Proposed,full,0.0,45,0.05604021660983562
Proposed,full,0.0,46,0.05805322602391243
Proposed,full,0.0,47,0.05463459379971027
Proposed,full,0.0,48,0.0571520134806633
Proposed,full,0.0,49,0.05500270538032055
Proposed,full,0.0,50,0.053164612501859665
Proposed,full,0.0,51,0.05094794109463692
Proposed,full,0.0,52,0.051763711497187614
Proposed,full,0.0,53,0.05385105982422829
Proposed,full,0.0,54,0.0567624632269144
Proposed,full,0.0,55,0.055942746624350545
Proposed,full,0.0,56,0.05549609586596489
Proposed,full,0.0,57,0.05787758082151413
Proposed,full,0.0,58,0.05783570930361748
Proposed,full,0.0,59,0.0577886164188385
Proposed,full,0.0,60,0.05908345282077789
Proposed,full,0.0,61,0.057293856516480446
Proposed,full,0.0,62,0.05580966286361218
Proposed,full,0.0,63,0.059699677675962445
Proposed,full,0.0,64,0.057434739731252196
Proposed,full,0.0,65,0.06465594284236431
Proposed,full,0.0,66,0.0667426623404026
Proposed,full,0.0,67,0.06671719141304493
Proposed,full,0.0,68,0.060625772923231125
Proposed,full,0.0,69,0.062351469323039053
Proposed,full,0.0,70,0.05590483359992504
Proposed,full,0.0,71,0.05494940262287855
Proposed,full,0.0,72,0.05821881853044033
Proposed,full,0.0,73,0.06068331226706505
Proposed,full,0.0,74,0.05348573550581932
Proposed,full,0.0,75,0.055499857664108275
Proposed,full,0.0,76,0.055939038097858426
Proposed,full,0.0,77,0.049412041530013086
Proposed,full,0.0,78,0.05121879242360592
Proposed,full,0.0,79,0.052679383754730226
Proposed,full,0.0,80,0.05640870220959186
Proposed,full,0.0,81,0.05371161624789238
Proposed,full,0.0,82,0.052153484895825386
Proposed,full,0.0,83,0.056379953771829604
Proposed,full,0.0,84,0.061051823943853376
Proposed,full,0.0,85,0.05662209950387478
Proposed,full,0.0,86,0.05716138333082199
Proposed,full,0.0,87,0.05417754668742418
Proposed,full,0.0,88,0.05483466126024723
Proposed,full,0.0,89,0.05330509170889854
Proposed,full,0.0,90,0.05886760726571083
Proposed,full,0.0,91,0.061547326296567915
Proposed,full,0.0,92,0.052937406860291955
Proposed,full,0.0,93,0.054190737940371034
Proposed,full,0.0,94,0.057552170753479
Proposed,full,0.0,95,0.05735583957284689
Proposed,full,0.0,96,0.05556347463279963
Proposed,full,0.0,97,0.051101861707866195
Proposed,full,0.0,98,0.05161565244197845
Proposed,full,0.0,99,0.051316136866807936
Proposed,full,0.0,100,0.052054115757346156
REKF,full,0.0,1,0.0206913808111479
REKF,full,0.0,2,0.0206913808111479
REKF,full,0.0,3,0.0206913808111479
REKF,full,0.0,4,0.0206913808111479
REKF,full,0.0,5,0.0206913808111479
REKF,full,0.0,6,0.0206913808111479
REKF,full,0.0,7,0.0206913808111479
REKF,full,0.0,8,0.0206913808111479
REKF,full,0.0,9,0.0206913808111479
REKF,full,0.0,10,0.0206913808111479
REKF,full,0.0,11,0.0206913808111479
REKF,full,0.0,12,0.0206913808111479
REKF,full,0.0,13,0.0206913808111479
REKF,full,0.0,14,0.0206913808111479
REKF,full,0.0,15,0.0206913808111479
REKF,full,0.0,16,0.0206913808111479
REKF,full,0.0,17,0.0206913808111479
REKF,full,0.0,18,0.0206913808111479
REKF,full,0.0,19,0.0206913808111479
REKF,full,0.0,20,0.0206913808111479
REKF,full,0.0,21,0.0206913808111479
REKF,full,0.0,22,0.0206913808111479
REKF,full,0.0,23,0.0206913808111479
REKF,full,0.0,24,0.0206913808111479
REKF,full,0.0,25,0.0206913808111479
REKF,full,0.0,26,0.0206913808111479
REKF,full,0.0,27,0.0206913808111479
REKF,full,0.0,28,0.0206913808111479
REKF,full,0.0,29,0.0206913808111479
REKF,full,0.0,30,0.0206913808111479
REKF,full,0.0,31,0.0206913808111479
REKF,full,0.0,32,0.0206913808111479
REKF,full,0.0,33,0.0206913808111479
REKF,full,0.0,34,0.0206913808111479
REKF,full,0.0,35,0.0206913808111479
REKF,full,0.0,36,0.0206913808111479
REKF,full,0.0,37,0.0206913808111479
REKF,full,0.0,38,0.0206913808111479
REKF,full,0.0,39,0.0206913808111479
REKF,full,0.0,40,0.0206913808111479
REKF,full,0.0,41,0.0206913808111479
REKF,full,0.0,42,0.0206913808111479
REKF,full,0.0,43,0.0206913808111479
REKF,full,0.0,44,0.0206913808111479
REKF,full,0.0,45,0.0206913808111479
REKF,full,0.0,46,0.0206913808111479
REKF,full,0.0,47,0.0206913808111479
REKF,full,0.0,48,0.0206913808111479
REKF,full,0.0,49,0.0206913808111479
REKF,full,0.0,50,0.0206913808111479
REKF,full,0.0,51,0.0206913808111479
REKF,full,0.0,52,0.0206913808111479
REKF,full,0.0,53,0.0206913808111479
