model,scenario,inv_r2_db,sequence,mse
REKF,full,10.0,12,0.0010837605223059654
REKF,full,10.0,13,0.0009852017974480987
REKF,full,10.0,14,0.0013446463271975517
REKF,full,10.0,15,0.0012267885031178594
REKF,full,10.0,16,0.0013182193506509066
REKF,full,10.0,17,0.0009879538556560874
REKF,full,10.0,18,0.0010037351166829467
REKF,full,10.0,19,0.0011506658047437668
REKF,full,10.0,20,0.0010615658247843385
REKF,full,10.0,21,0.001089927856810391
REKF,full,10.0,22,0.0009439109126105905
REKF,full,10.0,23,0.0013262223219498992
REKF,full,10.0,24,0.0010727244662120938
REKF,full,10.0,25,0.001066079013980925
REKF,full,10.0,26,0.0010568503057584167
REKF,full,10.0,27,0.0012733073672279716
REKF,full,10.0,28,0.0008134105592034757
REKF,full,10.0,29,0.0010004404466599226
KalmanNet,full,10.0,0,0.0009182816720567644
KalmanNet,full,10.0,1,0.0012097556609660387
KalmanNet,full,10.0,2,0.0009426396572962403
KalmanNet,full,10.0,3,0.0011638063006103039
KalmanNet,full,10.0,4,0.0012218065094202757
KalmanNet,full,10.0,5,0.0011546625755727291
KalmanNet,full,10.0,6,0.0009204811067320406
KalmanNet,full,10.0,7,0.0011734161525964737
KalmanNet,full,10.0,8,0.0010450263507664204
KalmanNet,full,10.0,9,0.0011240292806178331
KalmanNet,full,10.0,10,0.001036726520396769
KalmanNet,full,10.0,11,0.0010643948335200548
KalmanNet,full,10.0,12,0.0010883904760703444
KalmanNet,full,10.0,13,0.0009926154743880033
KalmanNet,full,10.0,14,0.0013982002856209874
KalmanNet,full,10.0,15,0.0012283246032893658
KalmanNet,full,10.0,16,0.0013261869316920638
KalmanNet,full,10.0,17,0.0009759936365298927
KalmanNet,full,10.0,18,0.0010300778085365891
KalmanNet,full,10.0,19,0.0011469669407233596
KalmanNet,full,10.0,20,0.00107714650221169
KalmanNet,full,10.0,21,0.0010911193676292896
KalmanNet,full,10.0,22,0.0009360539843328297
KalmanNet,full,10.0,23,0.00133851682767272
KalmanNet,full,10.0,24,0.0010782410390675068
KalmanNet,full,10.0,25,0.001055732136592269
KalmanNet,full,10.0,26,0.0010858047753572464
KalmanNet,full,10.0,27,0.0012607998214662075
KalmanNet,full,10.0,28,0.0008106124587357044
KalmanNet,full,10.0,29,0.0010030984412878752
Original,full,10.0,0,0.0009517653961665928
Original,full,10.0,1,0.001273991190828383
Original,full,10.0,2,0.0009645192185416818
Original,full,10.0,3,0.0012274531181901693
Original,full,10.0,4,0.0012376140803098679
Original,full,10.0,5,0.0011924454011023045
Original,full,10.0,6,0.000966105901170522
Original,full,10.0,7,0.0011983243748545647
Original,full,10.0,8,0.001045051496475935
Original,full,10.0,9,0.0011553822550922632
Original,full,10.0,10,0.001074992585927248
Original,full,10.0,11,0.0011123728472739458
Original,full,10.0,12,0.0011573823867365718
Original,full,10.0,13,0.001018520793877542
Original,full,10.0,14,0.0013891026610508561
Original,full,10.0,15,0.0012500750599429011
Original,full,10.0,16,0.001380440196953714
Original,full,10.0,17,0.0010311289224773645
Original,full,10.0,18,0.0010100919753313065
Original,full,10.0,19,0.0011699646711349487
Original,full,10.0,20,0.001084211515262723
Original,full,10.0,21,0.0011437818175181746
Original,full,10.0,22,0.0010034372098743916
Original,full,10.0,23,0.0013996452325955033
Original,full,10.0,24,0.0010707528563216329
Original,full,10.0,25,0.0011079685064032674
Original,full,10.0,26,0.0011129748309031129
Original,full,10.0,27,0.001290632295422256
Original,full,10.0,28,0.0008243010961450636
Original,full,10.0,29,0.0010346237104386091
Proposed,full,10.0,0,0.0009388775215484202
Proposed,full,10.0,1,0.0012535220012068748
Proposed,full,10.0,2,0.0009526347857899964
Proposed,full,10.0,3,0.0012087810318917036
Proposed,full,10.0,4,0.0012242622906342149
Proposed,full,10.0,5,0.0011788344709202647
Proposed,full,10.0,6,0.0009495379053987563
Proposed,full,10.0,7,0.0011863328982144594
Proposed,full,10.0,8,0.001038293237797916
Proposed,full,10.0,9,0.0011452094186097383
Proposed,full,10.0,10,0.0010643540881574154
Proposed,full,10.0,11,0.0011033345945179462
Proposed,full,10.0,12,0.001135696074925363
Proposed,full,10.0,13,0.001006202190183103
Proposed,full,10.0,14,0.0013738778652623296
Proposed,full,10.0,15,0.001240818528458476
Proposed,full,10.0,16,0.0013613260816782713
Proposed,full,10.0,17,0.0010181937832385302
Proposed,full,10.0,18,0.001004774821922183
Proposed,full,10.0,19,0.001161294523626566
Proposed,full,10.0,20,0.0010752215748652816
Proposed,full,10.0,21,0.0011268211528658867
Proposed,full,10.0,22,0.0009850028436630964
Proposed,full,10.0,23,0.001378918532282114
Proposed,full,10.0,24,0.0010673024225980043
Proposed,full,10.0,25,0.0010943342931568623
Proposed,full,10.0,26,0.001095395884476602
Proposed,full,10.0,27,0.0012823834549635649
Proposed,full,10.0,28,0.0008179259020835161
Proposed,full,10.0,29,0.0010219670366495848
EKF,partial,10.0,0,0.13341087102890015
EKF,partial,10.0,1,0.136259064078331
EKF,partial,10.0,2,0.13077737390995026
EKF,partial,10.0,3,0.13403025269508362
EKF,partial,10.0,4,0.1397646814584732
EKF,partial,10.0,5,0.136275976896286
EKF,partial,10.0,6,0.13844460248947144
EKF,partial,10.0,7,0.1416221261024475
EKF,partial,10.0,8,0.1345108449459076
EKF,partial,10.0,9,0.1283288300037384
EKF,partial,10.0,10,0.13509903848171234
EKF,partial,10.0,11,0.1362532675266266
EKF,partial,10.0,12,0.1422618329524994
EKF,partial,10.0,13,0.13574008643627167
EKF,partial,10.0,14,0.1420293152332306
EKF,partial,10.0,15,0.13061006367206573
EKF,partial,10.0,16,0.13878047466278076
EKF,partial,10.0,17,0.12863655388355255
EKF,partial,10.0,18,0.13278456032276154
EKF,partial,10.0,19,0.13673938810825348
EKF,partial,10.0,20,0.13942116498947144
EKF,partial,10.0,21,0.13727806508541107
EKF,partial,10.0,22,0.12924955785274506
EKF,partial,10.0,23,0.13550187647342682
EKF,partial,10.0,24,0.13435320556163788
EKF,partial,10.0,25,0.14280450344085693
EKF,partial,10.0,26,0.13867157697677612
EKF,partial,10.0,27,0.13694052398204803
EKF,partial,10.0,28,0.13420087099075317
EKF,partial,10.0,29,0.136875718832016
REKF,partial,10.0,0,0.032979439944028854
REKF,partial,10.0,1,0.03790486976504326
REKF,partial,10.0,2,0.03231776878237724
REKF,partial,10.0,3,0.03989589586853981
REKF,partial,10.0,4,0.03605971485376358
REKF,partial,10.0,5,0.03188043460249901
REKF,partial,10.0,6,0.03798195719718933
REKF,partial,10.0,7,0.03838365897536278
REKF,partial,10.0,8,0.03248758614063263
REKF,partial,10.0,9,0.03463517129421234
REKF,partial,10.0,10,0.03152567893266678
REKF,partial,10.0,11,0.03393138572573662
REKF,partial,10.0,12,0.043725743889808655
REKF,partial,10.0,13,0.03544285520911217
REKF,partial,10.0,14,0.03826034441590309
REKF,partial,10.0,15,0.029764637351036072
REKF,partial,10.0,16,0.04140787199139595
REKF,partial,10.0,17,0.030625341460108757
REKF,partial,10.0,18,0.031017500907182693
REKF,partial,10.0,19,0.033980175852775574
REKF,partial,10.0,20,0.03556596860289574
REKF,partial,10.0,21,0.03954295814037323
REKF,partial,10.0,22,0.030880164355039597
REKF,partial,10.0,23,0.03489180654287338
REKF,partial,10.0,24,0.03530607745051384
REKF,partial,10.0,25,0.04489939287304878
REKF,partial,10.0,26,0.03497341275215149
REKF,partial,10.0,27,0.04037460312247276
REKF,partial,10.0,28,0.031918641179800034
REKF,partial,10.0,29,0.036922428756952286
KalmanNet,partial,10.0,0,0.011176718398928642
KalmanNet,partial,10.0,1,0.011842433363199234
KalmanNet,partial,10.0,2,0.014408587478101254
KalmanNet,partial,10.0,3,0.011932946741580963
KalmanNet,partial,10.0,4,0.012773207388818264
KalmanNet,partial,10.0,5,0.01159399002790451
KalmanNet,partial,10.0,6,0.01229106169193983
KalmanNet,partial,10.0,7,0.014917994849383831
KalmanNet,partial,10.0,8,0.010025457479059696
KalmanNet,partial,10.0,9,0.011858426034450531
KalmanNet,partial,10.0,10,0.010621740482747555
KalmanNet,partial,10.0,11,0.010766289196908474
KalmanNet,partial,10.0,12,0.016620060428977013
KalmanNet,partial,10.0,13,0.010075475089251995
KalmanNet,partial,10.0,14,0.0171723160892725
KalmanNet,partial,10.0,15,0.011245357804000378
KalmanNet,partial,10.0,16,0.013699419796466827
KalmanNet,partial,10.0,17,0.0068318890407681465
KalmanNet,partial,10.0,18,0.008409424684941769
KalmanNet,partial,10.0,19,0.013317576609551907
KalmanNet,partial,10.0,20,0.012381216511130333
KalmanNet,partial,10.0,21,0.014008326455950737
KalmanNet,partial,10.0,22,0.011222549714148045
KalmanNet,partial,10.0,23,0.014138404279947281
KalmanNet,partial,10.0,24,0.011226991191506386
KalmanNet,partial,10.0,25,0.019094737246632576
KalmanNet,partial,10.0,26,0.012823346070945263
KalmanNet,partial,10.0,27,0.01303238607943058
KalmanNet,partial,10.0,28,0.012649808079004288
KalmanNet,partial,10.0,29,0.012252051383256912
Original,partial,10.0,0,0.0402260348200798
Original,partial,10.0,1,0.04468456283211708
Original,partial,10.0,2,0.03832864388823509
Original,partial,10.0,3,0.04569971561431885
Original,partial,10.0,4,0.043879035860300064
Original,partial,10.0,5,0.03931427001953125
Original,partial,10.0,6,0.04462030529975891
Original,partial,10.0,7,0.045554790645837784
Original,partial,10.0,8,0.04048836603760719
Original,partial,10.0,9,0.04114610329270363
Original,partial,10.0,10,0.039608184248209
Original,partial,10.0,11,0.0406951904296875
Original,partial,10.0,12,0.050084423273801804
Original,partial,10.0,13,0.04223767668008804
Original,partial,10.0,14,0.04595561325550079
Original,partial,10.0,15,0.03741113841533661
Original,partial,10.0,16,0.04748959466814995
Original,partial,10.0,17,0.03887598589062691
Original,partial,10.0,18,0.03821340948343277
Original,partial,10.0,19,0.042164161801338196
Original,partial,10.0,20,0.04349898174405098
Original,partial,10.0,21,0.046037305146455765
Original,partial,10.0,22,0.03773130476474762
Original,partial,10.0,23,0.041994620114564896
Original,partial,10.0,24,0.04180484637618065
Original,partial,10.0,25,0.05167501047253609
Original,partial,10.0,26,0.042663391679525375
Original,partial,10.0,27,0.04717874526977539
Original,partial,10.0,28,0.04019015282392502
Original,partial,10.0,29,0.04366898909211159
Proposed,partial,10.0,0,0.033045362681150436
Proposed,partial,10.0,1,0.03798166662454605
Proposed,partial,10.0,2,0.03237788751721382
Proposed,partial,10.0,3,0.03993740677833557
Proposed,partial,10.0,4,0.036106497049331665
Proposed,partial,10.0,5,0.031872574239969254
Proposed,partial,10.0,6,0.03803766518831253
Proposed,partial,10.0,7,0.03847980871796608
Proposed,partial,10.0,8,0.03256994113326073
Proposed,partial,10.0,9,0.034723710268735886
Proposed,partial,10.0,10,0.031608033925294876
Proposed,partial,10.0,11,0.03399521857500076
Proposed,partial,10.0,12,0.043777842074632645
Proposed,partial,10.0,13,0.03550684079527855
Proposed,partial,10.0,14,0.038347579538822174
Proposed,partial,10.0,15,0.029810499399900436
Proposed,partial,10.0,16,0.04142926260828972
Proposed,partial,10.0,17,0.030712926760315895
Proposed,partial,10.0,18,0.03108515776693821
Proposed,partial,10.0,19,0.034101031720638275
Proposed,partial,10.0,20,0.03563408926129341
Proposed,partial,10.0,21,0.03961903601884842
Proposed,partial,10.0,22,0.030998535454273224
Proposed,partial,10.0,23,0.034915756434202194
Proposed,partial,10.0,24,0.035352081060409546
Proposed,partial,10.0,25,0.04495510458946228
Proposed,partial,10.0,26,0.03501231595873833
Proposed,partial,10.0,27,0.04045132175087929
Proposed,partial,10.0,28,0.0320337750017643
Proposed,partial,10.0,29,0.03700316324830055
